drug_name,drug_SMILES,DB_id
tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,DB00864
Benzphetamine,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,DB00865
ritodrine,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O,DB00867
benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,DB00868
dorzolamide,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,DB00869
terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,DB00871
conivaptan,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,DB00872
loteprednol,CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O,DB00873
flupentixol,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,DB00875
eprosartan,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,DB00876
sirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,DB00877
chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,DB00880
quinapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,DB00881
clomifene,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,DB00882
isosorbide-dinitrate,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],DB00883
risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,DB00884
bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,DB00887
granisetron,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,DB00889
testolactone,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C,DB00894
rimexolone,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C,DB00896
Triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,DB00897
etacrynic-acid,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,DB00903
ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,DB00904
bimatoprost,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,DB00905
tiagabine,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,DB00906
quinidine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,DB00908
repaglinide,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,DB00912
amantadine,C1C2CC3CC1CC(C2)(C3)N,DB00915
metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],DB00916
Dinoprostone,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,DB00917
almotriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,DB00918
ketotifen,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,DB00920
Buprenorphine,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,DB00921
cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,DB00924
phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,DB00925
famotidine,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,DB00927
misoprostol,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,DB00929
mesoridazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,DB00933
maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,DB00934
oxymetazoline,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,DB00935
Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,DB00936
amfepramone,CCN(CC)C(C)C(=O)C1=CC=CC=C1,DB00937
salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,DB00938
meclofenamic-acid,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,DB00939
aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,DB00945
phenprocoumon,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,DB00946
felbamate,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,DB00949
fexofenadine,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,DB00950
Isoniazid,C1=CN=CC=C1C(=O)NN,DB00951
naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,DB00952
rizatriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,DB00953
Hydrocodone,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,DB00956
norgestimate,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,DB00957
methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,DB00959
pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,DB00960
zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,DB00962
Bromfenac,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,DB00963
apraclonidine,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,DB00964
telmisartan,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,DB00966
desloratadine,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,DB00967
methyldopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,DB00968
alosetron,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,DB00969
dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,DB00970
azelastine,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,DB00972
ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,DB00973
dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,DB00975
telithromycin,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,DB00976
ethinyl-estradiol,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,DB00977
lomefloxacin,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,DB00978
cyclopentolate,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,DB00979
ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,DB00980
physostigmine,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,DB00981
isotretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,DB00982
formoterol,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,DB00983
dimenhydrinate,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,DB00985
Glycopyrronium,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,DB00986
cytarabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,DB00987
dopamine,C1=CC(=C(C=C1CCN)O)O,DB00988
rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,DB00989
oxaprozin,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,DB00991
azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],DB00993
Neomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,DB00994
auranofin,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],DB00995
gabapentin,C1CCC(CC1)(CC(=O)O)CN,DB00996
doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,DB00997
frovatriptan,CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,DB00998
hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,DB00999
albuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,DB01001
cromoglicic-acid,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,DB01003
hydroxyurea,C(=O)(N)NO,DB01005
ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,DB01009
clobetasol-propionate,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,DB01013
balsalazide,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,DB01014
sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,DB01015
glyburide,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,DB01016
minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,DB01017
guanfacine,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,DB01018
bethanechol,CC(C[N+](C)(C)C)OC(=O)N,DB01019
isosorbide-mononitrate,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,DB01020
trichlormethiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,DB01021
phytonadione,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,DB01022
felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,DB01023
ketoconazole,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,DB01026
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,DB01029
topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,DB01030
probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,DB01032
mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,DB01033
tolterodine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,DB01036
selegiline,CC(CC1=CC=CC=C1)N(C)CC#C,DB01037
fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,DB01039
Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,DB01041
rifampin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,DB01045
lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,DB01046
fluocinonide,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,DB01047
Ergoloid mesylate,CC1=C2C3N(C)C4CCCN4C(C3CC2CC5=C1NC6=CC=CC=C65)C(=O)NC7CCCC7S(=O)(=O)C,DB01049
ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,DB01050
benzylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,DB01053
tocainide,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,DB01056
Ecothiopate,CCOP(=O)(OCC)SCC[N+](C)(C)C,DB01057
norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,DB01059
amoxicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,DB01060
oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,DB01062
acetophenazine,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,DB01063
isoprenaline,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,DB01064
melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,DB01065
glipizide,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,DB01067
clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DB01068
promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,DB01069
dihydrotachysterol,CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,DB01070
diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,DB01075
atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,DB01076
etidronic-acid,CC(O)(P(=O)(O)O)P(=O)(O)O,DB01077
vigabatrin,C=CC(CCC(=O)O)N,DB01080
Diphenoxylate,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,DB01081
streptomycin,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,DB01082
orlistat,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,DB01083
emedastine,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C,DB01084
pilocarpine,CCC1C(COC1=O)CC2=CN=CN2C,DB01085
Benzocaine,CCOC(=O)C1=CC=C(C=C1)N,DB01086
iloprost,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,DB01088
fluvastatin,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,DB01095
leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,DB01097
rosuvastatin,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,DB01098
pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,DB01100
capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,DB01101
sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,DB01104
Sibutramine,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,DB01105
levocabastine,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,DB01106
methyprylon,CCC1(C(=O)C(CNC1=O)C)CC,DB01107
trilostane,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C,DB01108
Heparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,DB01109
miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,DB01110
papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,DB01113
chlorphenamine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,DB01114
nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,DB01115
atovaquone,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,DB01117
amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,DB01118
diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,DB01119
gliclazide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,DB01120
phenacemide,C1=CC=C(C=C1)CC(=O)NC(=O)N,DB01121
tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,DB01124
dutasteride,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,DB01126
bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,DB01128
rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,DB01129
prednicarbate,CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC,DB01130
pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,DB01132
tiludronate,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,DB01133
carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,DB01136
levofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,DB01137
sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,DB01138
cefadroxil,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,DB01140
doxepin,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,DB01142
diclofenamide,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,DB01144
diphenylpyraline,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,DB01146
flavoxate,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,DB01148
Nefazodone,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,DB01149
desipramine,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,DB01151
bupropion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,DB01156
bretylium,CC[N+](C)(C)CC1=CC=CC=C1Br,DB01158
terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,DB01162
Calcium Chloride,[Cl-].[Cl-].[Ca+2],DB01164
ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,DB01165
cilostazol,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,DB01166
itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,DB01167
procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,DB01168
guanethidine,C1CCCN(CCC1)CCN=C(N)N,DB01170
moclobemide,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,DB01171
orphenadrine,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,DB01173
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,DB01174
escitalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,DB01175
cyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,DB01176
idarubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,DB01177
podophyllotoxin,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,DB01179
ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl,DB01181
propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,DB01182
naloxone,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,DB01183
domperidone,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,DB01184
fluoxymesterone,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F,DB01185
Pergolide,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,DB01186
ciclopirox,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,DB01188
Dexfenfluramine,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,DB01191
Oxymorphone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,DB01192
acebutolol,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,DB01193
brinzolamide,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,DB01194
flecainide,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,DB01195
estramustine,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,DB01196
captopril,CC(CS)C(=O)N1CCCC1C(=O)O,DB01197
Zopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,DB01198
bromocriptine,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,DB01200
rifapentine,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,DB01201
levetiracetam,CCC(C(=O)N)N1CCCC1=O,DB01202
nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,DB01203
mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,DB01204
lomustine,C1CCC(CC1)NC(=O)N(CCCl)N=O,DB01206
sparfloxacin,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,DB01208
Dezocine,CC12CCCCCC(C1N)CC3=C2C=C(C=C3)O,DB01209
levobunolol,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,DB01210
clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,DB01211
ceftriaxone,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,DB01212
Metipranolol,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,DB01214
finasteride,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,DB01216
anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,DB01217
dantrolene,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],DB01219
rifaximin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,DB01220
budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,DB01222
Aminophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,DB01223
quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,DB01224
Enoxaparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,DB01225
Encainide,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,DB01228
